STORE_NUMBER,CITY,STATE,ZIPCODE,LONG,LAT
73702-106030,Queen Creek,AZ,85143,-111.56,33.16
74331-82241,Sahuarita,AZ,85629,-110.99,31.9
73867-106707,Sahuarita,AZ,85629,-110.99,31.96
6606-68120,Scottsdale,AZ,85260,-111.87,33.62
23311-221604,Scottsdale,AZ,85251,-111.93,33.49
8605-87422,Scottsdale,AZ,85257,-111.93,33.48
6967-89362,Scottsdale,AZ,85251,-111.91,33.49
6942-89800,Scottsdale,AZ,85255,-111.89,33.7
5496-1419,Scottsdale,AZ,85250,-111.92,33.53
5327-161884,Scottsdale,AZ,85260,-111.89,33.63
79691-120705,Scottsdale,AZ,85266,-111.92,33.78
74862-97178,Scottsdale,AZ,85254,-111.92,33.58
24884-230664,Scottsdale,AZ,85260,-111.86,33.64
74230-45839,Scottsdale,AZ,85254,-111.94,33.62
5558-1313,Scottsdale,AZ,85251,-111.93,33.5
5761-7367,Scottsdale,AZ,85251,-111.93,33.49
28205-249821,SCOTTSDALE,AZ,85251,-111.93,33.5
74228-26811,Scottsdale,AZ,85255,-111.89,33.68
74197-27668,Scottsdale,AZ,85260,-111.88,33.62
72560-102065,Scottsdale,AZ,85251,-111.91,33.49
17375-173857,Scottsdale,AZ,85258,-111.89,33.57
70008-125884,Scottsdale,AZ,85253,-111.96,33.54
74451-90566,Scottsdale,AZ,85250,-111.91,33.51
74718-97729,Scottsdale,AZ,85259,-111.84,33.59
9589-95710,Scottsdale,AZ,85250,-111.89,33.54
76196-92460,Scottsdale,AZ,85260,-111.89,33.63
15050-183947,Scottsdale,AZ,85254,-111.93,33.61
20337-204608,Scottsdale,AZ,85250,-111.89,33.54
74786-97731,Scottsdale,AZ,85254,-111.98,33.63
14126-105015,Scottsdale,AZ,85255,-111.91,33.67
17374-173856,Scottsdale,AZ,85255,-111.9,33.67
5421-189464,Scottsdale,AZ,85255,-111.92,33.7
6893-84201,Scottsdale,AZ,85260,-111.89,33.62
10800-101121,Scottsdale,AZ,85254,-111.93,33.58
5979-39299,Scottsdale,AZ,85266,-111.92,33.78
74449-95255,Scottsdale,AZ,85255,-111.92,33.7
16033-159212,Scottsdale,AZ,85266,-111.92,33.78
28363-249879,Scottsdale,AZ,85254,-111.93,33.62
48084-261324,Scottsdale,AZ,85251,-111.93,33.5
22718-223831,Scottsdale,AZ,85258,-111.91,33.54
18692-182765,Scottsdale,AZ,85257,-111.91,33.47
5664-4897,Scottsdale,AZ,85260,-111.88,33.58
47807-259846,Scottsdale,AZ,85259,-111.83,33.59
5437-1373,Scottsdale,AZ,85253,-111.93,33.54
4133-147484,Sedona,AZ,86336,-111.76,34.87
74434-90567,Sedona,AZ,86336,-111.8,34.86
24425-237910,Sedona,AZ,86336,-111.79,34.86
25699-103429,Sedona,AZ,86336,-111.8,34.87
74402-83384,Show Low,AZ,85901,-110.05,34.25
76501-99351,Sierra Vista,AZ,85635,-110.26,31.56
73860-106065,Sierra Vista,AZ,85635,-110.26,31.55
74383-83399,Sierra Vista,AZ,85635,-110.28,31.56
29155-251665,Sun City,AZ,85351,-112.29,33.6
10094-99046,Sun City,AZ,85351,-112.28,33.64
22005-138187,Sun City,AZ,85351,-112.29,33.6
22414-217349,Sun City West,AZ,85375,-112.36,33.67
79551-101012,Sun City West,AZ,85375,-112.35,33.66
11326-103704,Surprise,AZ,85374,-112.37,33.66
73762-106026,Surprise,AZ,85374,-112.4,33.64
73838-113969,Surprise,AZ,85379,-112.39,33.61
74743-98887,Surprise,AZ,85374,-112.37,33.66
74864-97730,Surprise,AZ,85374,-112.43,33.64
22018-214825,Surprise,AZ,85379,-112.36,33.61
6622-65580,Surprise,AZ,85374,-112.35,33.64
11219-104336,Surprise,AZ,85374,-112.39,33.64
3199-106038,Surprise,AZ,85388,-112.43,33.62
74733-97179,Surprise,AZ,85379,-112.36,33.61
5468-1417,Tempe,AZ,85282,-111.96,33.38
9623-97419,Tempe,AZ,85281,-111.93,33.45
75178-78040,Tempe,AZ,85287,-111.93,33.42
2837-90926,Tempe,AZ,85281,-111.95,33.42
29557-251387,Tempe,AZ,85281,-111.94,33.43
75247-94352,Tempe,AZ,85281,-111.93,33.42
7970-95703,Tempe,AZ,85281,-111.96,33.44
48692-252812,Tempe,AZ,85281,-111.93,33.42
5340-1014,Tempe,AZ,85281,-111.94,33.43
13214-103798,Tempe,AZ,85281,-111.93,33.43
23634-228544,Tempe,AZ,85282,-111.97,33.41
8103-95836,Tempe,AZ,85284,-111.96,33.35
5560-1718,Tempe,AZ,85282,-111.93,33.38
21646-209784,Tempe,AZ,85284,-111.91,33.33
23522-230687,Tempe,AZ,85282,-111.93,33.39
75197-78022,Tempe,AZ,85281,-111.93,33.42
19127-187664,Tempe,AZ,85281,-111.93,33.41
74293-74772,Tempe,AZ,85282,-111.93,33.41
23521-230692,Tempe,AZ,85282,-111.91,33.38
21988-215864,Tempe,AZ,85283,-111.91,33.36
73409-23371,Tempe,AZ,85283,-111.93,33.36
48697-255545,TEMPE,AZ,85281,-111.94,33.42
75278-78041,Tempe,AZ,85287,-111.93,33.42
20279-173852,Tempe,AZ,85284,-111.93,33.32
9996-96407,Tempe,AZ,85282,-111.91,33.39
18890-177524,Tempe,AZ,85282,-111.93,33.38
74486-96937,Tempe,AZ,85284,-111.91,33.35
5378-1012,Tempe,AZ,85283,-111.91,33.36
76805-96781,Tempe,AZ,85281,-111.91,33.43
79759-136613,Thatcher,AZ,85552,-109.74,32.84
10931-95287,Tolleson,AZ,85353,-112.27,33.42
16501-160704,Tucson,AZ,85757,-111.09,32.13
6612-63459,Tucson,AZ,85748,-110.77,32.22
79578-103457,Tucson,AZ,85719,-110.94,32.22
28616-249914,Tucson,AZ,85711,-110.87,32.22
9814-94810,Tucson,AZ,85716,-110.92,32.22
8744-94658,Tucson,AZ,85710,-110.84,32.22
79671-113975,Tucson,AZ,85730,-110.86,32.19
28610-249906,Tucson,AZ,85718,-110.93,32.32
75360-99029,Tucson,AZ,85707,-110.86,32.22
8745-94406,Tucson,AZ,85712,-110.86,32.24
14809-123285,Tucson,AZ,85704,-110.98,32.32
73176-21705,Tucson,AZ,85704,-111,32.3
74957-98895,Tucson,AZ,85747,-110.8,32.12
47589-258970,Tucson,AZ,85745,-111,32.24
21886-206145,Tucson,AZ,85705,-110.97,32.29
5529-1217,Tucson,AZ,85712,-110.89,32.25
72597-108208,Tucson,AZ,85710,-110.83,32.23
5691-1945,Tucson,AZ,85718,-110.89,32.31
72591-103461,Tucson,AZ,85704,-111.01,32.31
76195-92081,Tucson,AZ,85716,-110.91,32.22
74914-101169,Tucson,AZ,85715,-110.84,32.25
8783-93239,Tucson,AZ,85714,-110.99,32.16
6844-82581,Tucson,AZ,85741,-111.01,32.34
3498-101171,Tucson,AZ,85719,-110.95,32.27
6944-89364,Tucson,AZ,85718,-110.94,32.29
8976-95252,Tucson,AZ,85718,-110.93,32.32
24410-234704,Tucson,AZ,85713,-110.95,32.18
28653-250050,Tucson,AZ,85705,-110.97,32.29
10708-102657,Tucson,AZ,85705,-110.97,32.29
73720-103459,Tucson,AZ,85712,-110.89,32.27
79702-113972,Tucson,AZ,85730,-110.79,32.19
79579-101021,Tucson,AZ,85745,-110.97,32.3
74847-98372,Tucson,AZ,85718,-110.89,32.31
74922-101015,Tucson,AZ,85746,-111.01,32.13
49733-245843,Tucson,AZ,85746,-111.03,32.14
75733-95241,Tucson,AZ,85745,-111.05,32.21
76402-97186,Tucson,AZ,85741,-111.05,32.34
2838-92782,Tucson,AZ,85743,-111.09,32.36
8901-95251,Tucson,AZ,85748,-110.79,32.21
13122-152324,Tucson,AZ,85739,-110.92,32.48
21359-197874,Tucson,AZ,85721,-110.95,32.23
76190-88967,Tucson,AZ,85748,-110.79,32.21
13150-138191,Tucson,AZ,85745,-111,32.23
47599-258965,Tucson,AZ,85748,-110.77,32.22
73703-106062,Tucson,AZ,85747,-110.77,32.11
6920-87200,Tucson,AZ,85716,-110.93,32.24
48882-257947,Tucson,AZ,85705,-110.96,32.25
5505-1630,Tucson,AZ,85719,-110.96,32.23
5927-37539,Tucson,AZ,85711,-110.87,32.22
19981-181344,Tucson,AZ,85710,-110.82,32.24
70053-117804,Tucson,AZ,85721,-110.95,32.23
48881-257949,Tucson,AZ,85712,-110.89,32.25
5398-1178,Tucson,AZ,85704,-110.97,32.3
8104-95249,Tucson,AZ,85710,-110.84,32.21
73908-102067,Tucson,AZ,85750,-110.89,32.31
74964-101016,Tucson,AZ,85749,-110.84,32.25
5090-144826,Tucson,AZ,85705,-110.98,32.28
74742-97732,Tucson,AZ,85704,-110.97,32.34
10095-97333,Tucson,AZ,85719,-110.94,32.22
25206-237608,Tuscon,AZ,85714,-110.99,32.16
74916-100980,Wickenburg,AZ,85390,-112.77,33.96
79557-106066,WILLCOX,AZ,85643,-109.84,32.26
79522-101000,Williams,AZ,86046,-112.19,35.25
76467-97575,Yuma,AZ,85365,-114.61,32.7
3044-141386,Yuma,AZ,85365,-114.49,32.63
15958-155606,Yuma,AZ,85367,-114.41,32.66
10658-101045,Yuma,AZ,85364,-114.65,32.68
13732-108188,Yuma,AZ,85364,-114.62,32.67
14665-123164,Yuma,AZ,85365,-114.6,32.7
18819-184204,Yuma,AZ,85367,-114.44,32.67
73600-80604,Yuma,AZ,85364,-114.65,32.68
10429-100710,Adelanto,CA,92301,-117.4,34.51
635-352,Agoura,CA,91301,-118.76,34.16
74510-27669,Agoura Hills,CA,91301,-118.76,34.15
29839-255026,AHAHEIM,CA,92808,-117.75,33.87
23463-230284,Alameda,CA,94501,-122.28,37.79
6479-62999,Alameda,CA,94501,-122.24,37.76
5535-728,Alameda,CA,94501,-122.28,37.78
74877-100291,Alameda,CA,94501,-122.25,37.76
11161-103516,Alameda,CA,94501,-122.23,37.77
19859-196187,Alameda,CA,94501,-122.28,37.78
5335-904,Alameda,CA,94501,-122.25,37.76
5543-1657,Alamo,CA,94507,-122.03,37.85
74118-22881,Alamo,CA,94507,-122.03,37.85
76267-89722,Albany,CA,94710,-122.31,37.88
76365-97162,Alhambra,CA,91801,-118.14,34.09
6794-41839,Alhambra,CA,91803,-118.15,34.08
11220-104633,Alhambra,CA,91803,-118.13,34.08
47671-258708,Alhambra,CA,91803,-118.15,34.09
9385-96258,ALHAMBRA,CA,91801,-118.11,34.08
5380-673,Alhambra,CA,91801,-118.13,34.09
567-509,Aliso Viejo,CA,92656,-117.71,33.57
17278-164888,Aliso Viejo,CA,92656,-117.71,33.57
26358-182688,Aliso Viejo,CA,92656,-117.73,33.57
14049-108022,Aliso Viejo,CA,92656,-117.72,33.59
10260-99460,Alpine,CA,91901,-116.75,32.83
6465-52459,American Canyon,CA,94503,-122.25,38.17
9901-96256,American Canyon,CA,94503,-122.25,38.18
17850-180364,Anaheim,CA,92806,-117.89,33.85
19824-199324,Anaheim,CA,92802,-117.92,33.81
23316-206410,Anaheim,CA,92801,-117.92,33.85
74800-98365,Anaheim,CA,92808,-117.76,33.87
11087-103178,Anaheim,CA,92801,-117.96,33.84
6877-82102,Anaheim,CA,92804,-117.96,33.82
10486-101440,Anaheim,CA,92805,-117.91,33.84
6561-40160,Anaheim,CA,92807,-117.84,33.85
10773-97634,Anaheim,CA,92805,-117.93,33.83
19311-179845,Anaheim,CA,92802,-117.92,33.81
72474-26627,Anaheim,CA,92802,-117.92,33.8
18476-186804,Anaheim,CA,92808,-117.74,33.86
6704-75481,Anaheim,CA,92801,-117.94,33.84
5564-1277,Anaheim,CA,92806,-117.89,33.8
76918-131629,Anaheim,CA,92802,-117.94,33.83
25203-240104,Anaheim,CA,92802,-117.92,33.81
11162-103730,Anaheim,CA,92805,-117.91,33.82
17647-184044,Anaheim,CA,92802,-117.92,33.81
75597-77705,Anaheim,CA,92802,-117.92,33.8
74622-25767,Anaheim Hills,CA,92807,-117.79,33.85
663-336,Anaheim Hills,CA,92807,-117.79,33.86
9633-9372,Anaheim Hills,CA,92807,-117.79,33.85
10129-99307,Anaheim Hills,CA,92808,-117.74,33.86
74962-102356,Anderson,CA,96007,-122.29,40.45
11828-104527,Anderson,CA,96007,-122.29,40.43
6533-64399,Angels Camp,CA,95222,-120.56,38.08
6755-72663,Antelope,CA,95843,-121.37,38.71
5345-398,Antioch,CA,94531,-121.78,37.97
11985-106649,Antioch,CA,94531,-121.8,37.98
74693-73700,Antioch,CA,94531,-121.78,37.99
6813-82628,Antioch,CA,94531,-121.74,37.96
10423-96967,Antioch,CA,94509,-121.81,38
25600-241073,Antioch,CA,94531,-121.74,37.96
13993-113968,Antioch,CA,94509,-121.84,38
76775-108569,Apple Valley,CA,92307,-117.22,34.53
9873-97740,Apple Valley,CA,92308,-117.24,34.47
76333-95629,Apple Valley,CA,92308,-117.24,34.47
6555-159084,Apple Valley,CA,92307,-117.22,34.52
9553-97067,Aptos,CA,95003,-121.9,36.98
74481-73613,Aptos,CA,95003,-121.91,36.98
73672-96295,Arcadia,CA,91006,-118.02,34.11
5497-1534,Arcadia,CA,91006,-118.02,34.14
28595-249833,ARCADIA,CA,91007,-118.05,34.13
537-481,Arcadia,CA,91007,-118.06,34.12
74522-60799,Arcadia,CA,91007,-118.07,34.13
22713-201805,Arcadia,CA,91007,-118.05,34.14
6887-243889,Arroyo Grande,CA,93420,-120.6,35.12
5689-5179,Arroyo Grande,CA,93420,-120.6,35.13
2989-93580,Artesia,CA,90701,-118.08,33.87
24310-232264,Arvin,CA,93203,-118.94,34.99
10130-99744,Atascadero,CA,93422,-120.7,35.53
5987-151304,Atascadero,CA,93422,-120.66,35.49
11090-103493,Atwater,CA,95301,-120.62,37.34
11089-102680,Atwater,CA,95301,-120.59,37.36
76906-121301,Atwater,CA,95301,-120.59,37.34
6727-75008,Auburn,CA,95603,-121.06,38.92
5249-514,Auburn,CA,95603,-121.07,38.9
27036-241738,Auburn,CA,95603,-121.1,38.94
17889-162245,Auburn,CA,95603,-121.09,38.94
11221-103842,Auburn,CA,95602,-121.09,39.04
6478-61339,Auburn,CA,95603,-121.1,38.94
20224-203884,Auburn,CA,95603,-121.06,38.92
79629-107175,Auburn,CA,95603,-121.09,38.94
6447-244769,Azusa,CA,91702,-117.89,34.13
28901-250604,Azusa,CA,91702,-117.93,34.13
8179-154015,Azusa,CA,91702,-117.91,34.14
9824-98054,Azusa,CA,91702,-117.91,34.13
10098-98998,Bakersfield,CA,93313,-119.05,35.3
17654-152412,Bakersfield,CA,93309,-119.07,35.33
79665-114967,Bakersfield,CA,93308,-119.09,35.4
5117-147866,Bakersfield,CA,93311,-119.12,35.35
13596-106763,Bakersfield,CA,93308,-119.08,35.44
74954-98877,Bakersfield,CA,93309,-119.07,35.36
9389-95626,Bakersfield,CA,93309,-119.05,35.32
48132-261244,BAKERSFIELD,CA,93309,-119.09,35.32
29858-255375,Bakersfield,CA,93309,-119.05,35.34
2998-93150,Bakersfield,CA,93313,-119.09,35.31
5462-1336,Bakersfield,CA,93311,-119.1,35.34
73666-98417,Bakersfield,CA,93314,-119.15,35.38
8859-93723,Bakersfield,CA,93311,-119.09,35.36
10097-99102,Bakersfield,CA,93306,-118.95,35.4
17820-161185,Bakersfield,CA,93301,-119.02,35.38
24007-160284,Bakersfield,CA,93309,-119.04,35.37
9258-40559,Bakersfield,CA,93306,-118.97,35.39
9078-141828,Bakersfield,CA,93304,-119.04,35.34
11438-103513,Bakersfield,CA,93314,-119.15,35.38
10932-102455,Bakersfield,CA,93307,-118.91,35.35
6695-66241,Bakersfield,CA,93304,-119.03,35.34
28389-250062,Bakersfield,CA,93304,-119.03,35.34
8620-93722,Bakersfield,CA,93308,-119.06,35.41
27700-248144,Bakersfield,CA,93312,-119.11,35.41
9422-108634,Bakersfield,CA,93312,-119.11,35.4
6436-57479,Bakersfield,CA,93312,-119.1,35.38
25581-241287,Bakersfield,CA,93311,-119.12,35.35
26333-243614,Bakersfield,CA,93304,-119.03,35.32
5484-1335,Bakersfield,CA,93309,-119.06,35.36
8711-94269,Bakersfield,CA,93301,-119.02,35.37
74504-27648,Bakersfield,CA,93311,-119.1,35.34
15515-141829,Bakersfield,CA,93312,-119.1,35.38
2923-93066,Bakersfield,CA,93307,-119.03,35.3
6918-85689,Bakersfield,CA,93301,-119.02,35.38
29793-255374,Bakersfield,CA,93308,-119.04,35.38
5522-1633,Bakersfield,CA,93308,-119.09,35.4
25255-186787,Baldwin Park,CA,91706,-117.99,34.06
6911-84582,Baldwin Park,CA,91706,-117.98,34.07
5880-32099,Baldwin Park,CA,91706,-117.96,34.07
47131-256288,Baldwin Park,CA,91706,-117.98,34.07
9326-95961,Baldwin Park,CA,91706,-117.97,34.06
5831-24707,Banning,CA,92220,-116.9,33.93
73477-53380,Banning,CA,92220,-116.95,33.92
8106-95474,Barstow,CA,92311,-117,34.89
5524-1763,Barstow,CA,92311,-117.08,34.85
10709-101969,Barstow,CA,92311,-117.08,34.85
9387-96406,Beaumont,CA,92223,-116.98,33.95
13305-106506,Beaumont,CA,92223,-116.95,33.92
6510-56259,Bell,CA,90201,-118.19,33.97
6787-79160,Bell Gardens,CA,90201,-118.16,33.97
10626-101189,Bellflower,CA,90706,-118.13,33.9
9380-96430,Bellflower,CA,90706,-118.14,33.87
5570-1024,Belmont,CA,94002,-122.28,37.52
74149-24410,Belmont,CA,94002,-122.28,37.52
538-482,Belmont,CA,94002,-122.29,37.51
74982-102915,Benicia,CA,94510,-122.16,38.05
5463-1320,Benicia,CA,94510,-122.17,38.07
13396-106462,Benicia,CA,94510,-122.19,38.08
13215-73225,Benicia,CA,94510,-122.15,38.05
5406-945,Berkeley,CA,94704,-122.27,37.87
570-512,Berkeley,CA,94707,-122.28,37.89
17877-164526,Berkeley,CA,94709,-122.27,37.88
19864-202264,Berkeley,CA,94705,-122.26,37.86
9217-9253,Berkeley,CA,94704,-122.27,37.87
505-448,Beverly Hills,CA,90210,-118.4,34.07
671-312,Beverly Hills,CA,90211,-118.39,34.06
5257-292,Beverly Hills,CA,90212,-118.4,34.06
5401-721,Beverly Hills,CA,90210,-118.41,34.07
5758-13907,Beverly Hills,CA,90211,-118.38,34.06
9420-96443,Big Bear Lake,CA,92315,-116.88,34.25
74617-93362,Big Bear Lake,CA,92315,-116.88,34.25
8946-93587,Bishop,CA,93514,-118.4,37.37
74350-85081,Bishop,CA,93514,-118.4,37.37
72770-71562,Blue Jay,CA,92317,-117.21,34.25
73575-80150,Blythe,CA,92225,-114.59,33.61
8824-93269,BLYTHE,CA,92225,-114.6,33.61
79506-102654,Bonita,CA,91902,-117.03,32.66
6839-74700,Bonita,CA,91902,-117.02,32.67
19897-197064,Brawley,CA,92227,-115.55,32.96
79655-114964,Brawley,CA,92227,-115.55,32.98
5089-142346,Brea,CA,92821,-117.89,33.92
572-6948,Brea,CA,92821,-117.9,33.92
22000-210111,Brea,CA,92821,-117.89,33.92
28623-249947,Brea,CA,92821,-117.88,33.91
70016-113824,Brea,CA,92821,-117.88,33.92
73542-77320,Brea,CA,92821,-117.87,33.91
5248-434,Brea,CA,92821,-117.88,33.91
2928-90000,Brea,CA,92823,-117.85,33.91
5682-4411,Brea,CA,92821,-117.9,33.92
22172-218607,Brentwood,CA,94513,-121.74,37.94
74454-82476,Brentwood,CA,94513,-121.72,37.92
5296-888,Brentwood,CA,94513,-118.49,34.05
5944-34480,Brentwood,CA,94513,-121.69,37.93
22437-198824,Buellton,CA,93427,-120.19,34.61
10099-15915,Buena Park,CA,90620,-118.03,33.83
5520-1550,Buena Park,CA,90620,-118,33.85
6988-85342,Buena Park,CA,90620,-117.99,33.85
76432-96780,Buena Park,CA,90621,-118,33.86
17844-174044,Buena Park,CA,90620,-118.03,33.86
28250-244004,Buena Park,CA,90620,-118,33.85
10432-100674,Buena Park,CA,90620,-118.03,33.85
569-511,Burbank,CA,91506,-118.31,34.16
19692-201264,Burbank,CA,91506,-118.32,34.17
5708-8027,Burbank,CA,91502,-118.3,34.17
26998-245235,Burbank,CA,91505,-118.34,34.18
23120-223787,Burbank,CA,91505,-118.34,34.15
47400-253893,Burbank,CA,91505,-118.33,34.16
75753-95299,Burbank,CA,91505,-118.34,34.15
10801-101907,Burbank,CA,91505,-118.35,34.2
75545-66180,Burbank,CA,91522,-118.34,34.15
27925-248184,Burbank,CA,91506,-118.32,34.15
10802-102285,Burbank,CA,91504,-118.33,34.2
74836-98349,Burbank,CA,91505,-118.35,34.16
5211-513,Burbank,CA,91505,-118.35,34.15
5870-27267,Burbank,CA,91502,-118.33,34.19
15581-142093,Burbank,CA,91504,-118.33,34.19
607-322,Burbank,CA,91502,-118.31,34.18
74660-25867,Burbank,CA,91506,-118.31,34.16
5654-2705,Burbank,CA,91505,-118.35,34.16
9746-95803,Burbank,CA,91504,-118.32,34.19
78028-85286,Burlingame,CA,94010,-122.37,37.6
16157-157484,Burlingame,CA,94010,-122.35,37.58
8910-85341,Burlingame,CA,94010,-122.39,37.6
523-467,Burlingame,CA,94010,-122.35,37.58
6871-85343,Burlingame,CA,94010,-122.37,37.59
6904-86322,Buttonwillow,CA,93206,-119.4,35.4
6653-63044,Byron,CA,94514,-121.62,37.89
27292-245705,Cabazon,CA,92230,-116.8,33.92
23692-214907,Cabazon,CA,92230,-116.82,33.93
5904-30940,Cabazon,CA,92230,-116.81,33.93
5636-425,Calabasas,CA,91302,-118.64,34.16
73529-53299,Calabasas,CA,91302,-118.7,34.14
5858-27587,Calabasas,CA,91302,-118.7,34.14
8748-94753,Calexico,CA,92231,-115.5,32.68
27830-248525,Calimesa,CA,92320,-117.06,34
621-344,Camarillo,CA,93010,-119.07,34.22
9592-97504,Camarillo,CA,93012,-119,34.22
76356-97155,Camarillo,CA,93010,-119.07,34.22
74739-98380,Camarillo,CA,93010,-119.04,34.23
22276-217904,Camarillo,CA,93010,-119.06,34.22
74821-98382,Camarillo,CA,93012,-119,34.23
6670-187764,Camarillo,CA,93010,-119.04,34.24
13780-107526,Cameron Park,CA,95682,-121,38.7
6929-72692,Cameron Park,CA,95682,-120.97,38.66
74946-102361,Cameron Park,CA,95682,-120.97,38.66
5746-10935,Campbell,CA,95008,-121.95,37.29
6931-85346,Campbell,CA,95008,-121.95,37.27
11440-104416,Campbell,CA,95008,-121.94,37.29
74803-73704,Campbell,CA,95008,-121.95,37.28
534-479,Campbell,CA,95008,-121.93,37.29
8913-95545,Campbell,CA,95008,-121.98,37.29
15002-153027,Campbell,CA,95008,-121.97,37.29
79745-108473,CANOGA PARK,CA,91304,-118.61,34.22
6473-25947,Canoga Park,CA,91303,-118.6,34.2
28523-249858,Canoga Park,CA,91303,-118.61,34.19
76708-101561,Canoga Park,CA,91303,-118.6,34.19
639-356,Canoga Park,CA,91303,-118.6,34.19
5498-1420,Canyon Country,CA,91351,-118.47,34.42
9412-96218,Capitola,CA,95010,-121.97,36.98
667-369,Capitola,CA,95010,-121.97,36.98
17377-171704,Capitola,CA,95010,-121.97,36.97
5737-5556,Cardiff,CA,92007,-117.28,33.02
5767-5566,Carlsbad,CA,92009,-117.27,33.09
24844-237472,Carlsbad,CA,92009,-117.24,33.08
10851-102216,Carlsbad,CA,92010,-117.26,33.13
74554-60800,Carlsbad,CA,92008,-117.32,33.18
5454-821,Carlsbad,CA,92008,-117.32,33.13
22595-222546,Carlsbad,CA,92009,-117.23,33.08
18488-179567,Carlsbad,CA,92011,-117.31,33.1
74508-25654,Carlsbad,CA,92009,-117.27,33.1
5363-1061,Carlsbad,CA,92008,-117.35,33.16
21739-212544,Carlsbad,CA,92011,-117.31,33.12
10180-98283,Carlsbad,CA,92011,-117.31,33.1
79520-102918,Carmel,CA,93923,-121.91,36.54
16626-160726,Carmel,CA,93923,-121.91,36.54
9742-72760,Carmichael,CA,95608,-121.33,38.66
5550-1212,Carmichael,CA,95608,-121.33,38.64
10187-99631,Carmichael,CA,95608,-121.33,38.63
5621-1837,Carpinteria,CA,93013,-119.51,34.39
73524-23311,Carson,CA,90745,-118.27,33.81
9788-97840,Carson,CA,90746,-118.26,33.85
76636-111374,Carson,CA,90745,-118.29,33.81
5928-20999,Carson,CA,90746,-118.26,33.84
6460-39339,Carson,CA,90749,-118.27,33.81
6705-75941,Carson,CA,90745,-118.29,33.84
76468-95631,Carson,CA,90746,-118.26,33.84
9411-96116,Carson,CA,90746,-118.27,33.87
20139-197084,Castaic,CA,91384,-118.62,34.45
10852-101663,Castaic,CA,91384,-118.62,34.5
6855-85348,Castro Valley,CA,94546,-122.09,37.69
74281-125604,Castro Valley,CA,94546,-122.07,37.7
5273-846,Castro Valley,CA,94546,-122.08,37.7
6601-66940,Castro Valley,CA,94546,-122.06,37.69
11829-105648,Cathedral City,CA,92234,-116.48,33.85
5595-1913,Cathedral City,CA,92234,-116.46,33.82
5925-40679,Cathedral City,CA,92234,-116.48,33.79
9228-9080,Century City,CA,90067,-118.41,34.06
9232-9081,Century City,CA,90067,-118.41,34.06
9233-9082,Century City,CA,90067,-118.42,34.06
9473-96826,Ceres,CA,95307,-120.94,37.61
6969-87653,Ceres,CA,95351,-120.97,37.61
24585-235445,Cerritos,CA,90703,-118.06,33.85
28312-249954,Cerritos,CA,90703,-118.09,33.86
29347-214906,Cerritos,CA,90703,-118.09,33.86
5955-37559,Cerritos,CA,90703,-118.09,33.86
8708-94683,Cerritos,CA,90703,-118.08,33.85
8163-154016,Cerritos,CA,90703,-118.09,33.86
578-300,Cerritos,CA,90703,-118.06,33.87
74621-93750,Chatsworth,CA,91311,-118.58,34.26
5318-332,Chatsworth,CA,91311,-118.61,34.25
5341-1057,Chatsworth,CA,91311,-118.58,34.26
16710-161344,Chatsworth,CA,91311,-118.59,34.24
74289-76581,Chico,CA,95926,-121.84,39.74
5252-734,Chico,CA,95928,-121.84,39.73
10804-100724,Chico,CA,95926,-121.85,39.75
19843-202664,Chico,CA,95928,-121.79,39.72
23686-232505,Chico,CA,95928,-121.8,39.73
6717-231727,Chico,CA,95926,-121.84,39.76
74779-99552,Chico,CA,95926,-121.82,39.76
5930-44940,Chico,CA,95926,-121.8,39.73
6712-64460,Chino,CA,91710,-117.72,34
21142-204586,Chino,CA,91710,-117.65,34
10101-99066,Chino,CA,91710,-117.67,34.02
5982-46599,Chino,CA,91710,-117.69,34.03
24598-235460,Chino,CA,91710,-117.68,34.03
76346-92520,Chino,CA,91710,-117.72,34
6599-39359,Chino,CA,91710,-117.69,34.03
10884-102721,Chino Hills,CA,91709,-117.71,33.98
73361-24087,Chino Hills,CA,91709,-117.73,34
10628-101097,Chino Hills,CA,91709,-117.74,34.01
73224-21763,Chino Hills,CA,91709,-117.7,33.96
13217-105305,Chino Hills,CA,91709,-117.69,33.97
7977-93612,Chowchilla,CA,93610,-120.26,37.13
6995-91960,Chula Vista,CA,91910,-117.04,32.63
5885-32284,Chula Vista,CA,91910,-117.09,32.63
10806-100545,Chula Vista,CA,91914,-116.97,32.66
74591-83730,Chula Vista,CA,91915,-116.97,32.65
5253-442,Chula Vista,CA,91910,-117,32.64
6816-80070,Chula Vista,CA,91915,-116.97,32.65
16655-169704,Chula Vista,CA,91911,-117.08,32.6
2927-93081,Chula Vista,CA,91910,-117.09,32.65
19657-201526,Chula Vista,CA,91910,-117.06,32.65
6740-76601,Chula Vista,CA,91911,-117.08,32.61
6632-68180,Chula Vista,CA,91910,-117.09,32.63
6589-63819,Chula Vista,CA,91911,-117.03,32.61
76900-129846,Citrus Heights,CA,95610,-121.27,38.67
17833-179166,Citrus Heights,CA,95610,-121.27,38.68
5407-1175,Citrus Heights,CA,95610,-121.27,38.67
11866-94012,Citrus Heights,CA,95621,-121.29,38.69
6859-83043,City of Commerce,CA,90040,-118.17,34
6897-81160,City of Commerce,CA,90040,-118.15,34.01
23645-231368,City of Industry,CA,91746,-118.01,34.03
10540-193704,City of Industry,CA,91748,-117.91,33.99
